,geometry,Salix caprea,Salix viminalis,Arum italicum,Torilis japonica,Typha latifolia,Viola palustris,Carex flava,Corynephorus canescens,Cotoneaster divaricatus,Dactylorhiza fuchsii
20,"POLYGON ((918433.4348778214 7476684.861747535, 918433.4348778214 7486684.861747535, 908433.4348778214 7486684.861747535, 908433.4348778214 7476684.861747535, 918433.4348778214 7476684.861747535))",False,False,False,False,False,False,False,False,False,False
21,"POLYGON ((918433.4348778214 7486684.861747535, 918433.4348778214 7496684.861747535, 908433.4348778214 7496684.861747535, 908433.4348778214 7486684.861747535, 918433.4348778214 7486684.861747535))",False,False,False,False,False,False,False,False,False,False
22,"POLYGON ((918433.4348778214 7496684.861747535, 918433.4348778214 7506684.861747535, 908433.4348778214 7506684.861747535, 908433.4348778214 7496684.861747535, 918433.4348778214 7496684.861747535))",False,False,False,False,False,False,False,False,False,False
23,"POLYGON ((918433.4348778214 7506684.861747535, 918433.4348778214 7516684.861747535, 908433.4348778214 7516684.861747535, 908433.4348778214 7506684.861747535, 918433.4348778214 7506684.861747535))",False,False,False,False,False,False,False,False,False,False
24,"POLYGON ((918433.4348778214 7516684.861747535, 918433.4348778214 7526684.861747535, 908433.4348778214 7526684.861747535, 908433.4348778214 7516684.861747535, 918433.4348778214 7516684.861747535))",False,False,False,False,False,False,False,False,False,False
25,"POLYGON ((918433.4348778214 7526684.861747535, 918433.4348778214 7536684.861747535, 908433.4348778214 7536684.861747535, 908433.4348778214 7526684.861747535, 918433.4348778214 7526684.861747535))",False,False,False,False,False,False,False,False,False,False
26,"POLYGON ((918433.4348778214 7536684.861747535, 918433.4348778214 7546684.861747535, 908433.4348778214 7546684.861747535, 908433.4348778214 7536684.861747535, 918433.4348778214 7536684.861747535))",False,False,False,False,False,False,False,False,False,False
27,"POLYGON ((918433.4348778214 7546684.861747535, 918433.4348778214 7556684.861747535, 908433.4348778214 7556684.861747535, 908433.4348778214 7546684.861747535, 918433.4348778214 7546684.861747535))",False,False,False,False,False,False,False,False,False,False
28,"POLYGON ((918433.4348778214 7576684.861747535, 918433.4348778214 7586684.861747535, 908433.4348778214 7586684.861747535, 908433.4348778214 7576684.861747535, 918433.4348778214 7576684.861747535))",False,False,False,False,False,False,False,False,False,False
29,"POLYGON ((918433.4348778214 7586684.861747535, 918433.4348778214 7596684.861747535, 908433.4348778214 7596684.861747535, 908433.4348778214 7586684.861747535, 918433.4348778214 7586684.861747535))",False,False,False,False,False,False,False,False,False,False
30,"POLYGON ((918433.4348778214 7596684.861747535, 918433.4348778214 7606684.861747535, 908433.4348778214 7606684.861747535, 908433.4348778214 7596684.861747535, 918433.4348778214 7596684.861747535))",False,False,False,False,False,False,False,False,False,False
31,"POLYGON ((918433.4348778214 7606684.861747535, 918433.4348778214 7616684.861747535, 908433.4348778214 7616684.861747535, 908433.4348778214 7606684.861747535, 918433.4348778214 7606684.861747535))",False,False,False,False,False,False,False,False,False,False
32,"POLYGON ((918433.4348778214 7616684.861747535, 918433.4348778214 7626684.861747535, 908433.4348778214 7626684.861747535, 908433.4348778214 7616684.861747535, 918433.4348778214 7616684.861747535))",False,False,False,False,False,False,False,False,False,False
33,"POLYGON ((918433.4348778214 7636684.861747535, 918433.4348778214 7646684.861747535, 908433.4348778214 7646684.861747535, 908433.4348778214 7636684.861747535, 918433.4348778214 7636684.861747535))",False,False,False,False,False,False,False,False,False,False
34,"POLYGON ((918433.4348778214 7646684.861747535, 918433.4348778214 7656684.861747535, 908433.4348778214 7656684.861747535, 908433.4348778214 7646684.861747535, 918433.4348778214 7646684.861747535))",False,False,False,False,False,False,False,False,False,False
35,"POLYGON ((918433.4348778214 7656684.861747535, 918433.4348778214 7666684.861747535, 908433.4348778214 7666684.861747535, 908433.4348778214 7656684.861747535, 918433.4348778214 7656684.861747535))",False,False,False,False,False,False,False,False,False,False
36,"POLYGON ((918433.4348778214 7666684.861747535, 918433.4348778214 7676684.861747535, 908433.4348778214 7676684.861747535, 908433.4348778214 7666684.861747535, 918433.4348778214 7666684.861747535))",False,False,False,False,False,False,False,False,False,False
37,"POLYGON ((918433.4348778214 7676684.861747535, 918433.4348778214 7686684.861747535, 908433.4348778214 7686684.861747535, 908433.4348778214 7676684.861747535, 918433.4348778214 7676684.861747535))",False,False,False,False,False,False,False,False,False,False
38,"POLYGON ((918433.4348778214 7686684.861747535, 918433.4348778214 7696684.861747535, 908433.4348778214 7696684.861747535, 908433.4348778214 7686684.861747535, 918433.4348778214 7686684.861747535))",False,False,False,False,False,False,False,False,False,False
39,"POLYGON ((918433.4348778214 7706684.861747535, 918433.4348778214 7716684.861747535, 908433.4348778214 7716684.861747535, 908433.4348778214 7706684.861747535, 918433.4348778214 7706684.861747535))",False,False,False,False,False,False,False,False,False,False
40,"POLYGON ((918433.4348778214 7716684.861747535, 918433.4348778214 7726684.861747535, 908433.4348778214 7726684.861747535, 908433.4348778214 7716684.861747535, 918433.4348778214 7716684.861747535))",False,False,False,False,False,False,False,False,False,False
41,"POLYGON ((928433.4348778214 7456684.861747535, 928433.4348778214 7466684.861747535, 918433.4348778214 7466684.861747535, 918433.4348778214 7456684.861747535, 928433.4348778214 7456684.861747535))",False,False,False,False,False,False,False,False,False,False
42,"POLYGON ((928433.4348778214 7466684.861747535, 928433.4348778214 7476684.861747535, 918433.4348778214 7476684.861747535, 918433.4348778214 7466684.861747535, 928433.4348778214 7466684.861747535))",False,False,False,False,False,False,False,False,False,False
43,"POLYGON ((928433.4348778214 7476684.861747535, 928433.4348778214 7486684.861747535, 918433.4348778214 7486684.861747535, 918433.4348778214 7476684.861747535, 928433.4348778214 7476684.861747535))",False,False,False,False,False,False,False,False,False,False
44,"POLYGON ((928433.4348778214 7486684.861747535, 928433.4348778214 7496684.861747535, 918433.4348778214 7496684.861747535, 918433.4348778214 7486684.861747535, 928433.4348778214 7486684.861747535))",False,False,False,False,False,False,False,False,False,False
45,"POLYGON ((928433.4348778214 7496684.861747535, 928433.4348778214 7506684.861747535, 918433.4348778214 7506684.861747535, 918433.4348778214 7496684.861747535, 928433.4348778214 7496684.861747535))",False,False,False,False,False,False,False,False,False,False
46,"POLYGON ((928433.4348778214 7506684.861747535, 928433.4348778214 7516684.861747535, 918433.4348778214 7516684.861747535, 918433.4348778214 7506684.861747535, 928433.4348778214 7506684.861747535))",False,False,False,False,False,False,False,False,False,False
47,"POLYGON ((928433.4348778214 7516684.861747535, 928433.4348778214 7526684.861747535, 918433.4348778214 7526684.861747535, 918433.4348778214 7516684.861747535, 928433.4348778214 7516684.861747535))",False,False,False,False,False,False,False,False,False,False
48,"POLYGON ((928433.4348778214 7526684.861747535, 928433.4348778214 7536684.861747535, 918433.4348778214 7536684.861747535, 918433.4348778214 7526684.861747535, 928433.4348778214 7526684.861747535))",False,False,False,False,False,False,False,False,False,False
49,"POLYGON ((928433.4348778214 7556684.861747535, 928433.4348778214 7566684.861747535, 918433.4348778214 7566684.861747535, 918433.4348778214 7556684.861747535, 928433.4348778214 7556684.861747535))",False,False,False,False,False,False,False,False,False,False
50,"POLYGON ((928433.4348778214 7566684.861747535, 928433.4348778214 7576684.861747535, 918433.4348778214 7576684.861747535, 918433.4348778214 7566684.861747535, 928433.4348778214 7566684.861747535))",False,False,False,False,False,False,False,False,False,False
51,"POLYGON ((928433.4348778214 7576684.861747535, 928433.4348778214 7586684.861747535, 918433.4348778214 7586684.861747535, 918433.4348778214 7576684.861747535, 928433.4348778214 7576684.861747535))",False,False,False,False,False,False,False,False,False,False
52,"POLYGON ((928433.4348778214 7586684.861747535, 928433.4348778214 7596684.861747535, 918433.4348778214 7596684.861747535, 918433.4348778214 7586684.861747535, 928433.4348778214 7586684.861747535))",False,False,False,False,False,False,False,False,False,False
53,"POLYGON ((928433.4348778214 7596684.861747535, 928433.4348778214 7606684.861747535, 918433.4348778214 7606684.861747535, 918433.4348778214 7596684.861747535, 928433.4348778214 7596684.861747535))",False,False,False,False,False,False,False,False,False,False
54,"POLYGON ((928433.4348778214 7606684.861747535, 928433.4348778214 7616684.861747535, 918433.4348778214 7616684.861747535, 918433.4348778214 7606684.861747535, 928433.4348778214 7606684.861747535))",False,False,False,False,False,False,False,False,False,False
55,"POLYGON ((928433.4348778214 7616684.861747535, 928433.4348778214 7626684.861747535, 918433.4348778214 7626684.861747535, 918433.4348778214 7616684.861747535, 928433.4348778214 7616684.861747535))",False,False,False,False,False,False,False,False,False,False
56,"POLYGON ((928433.4348778214 7626684.861747535, 928433.4348778214 7636684.861747535, 918433.4348778214 7636684.861747535, 918433.4348778214 7626684.861747535, 928433.4348778214 7626684.861747535))",False,False,False,False,False,False,False,False,False,False
57,"POLYGON ((928433.4348778214 7636684.861747535, 928433.4348778214 7646684.861747535, 918433.4348778214 7646684.861747535, 918433.4348778214 7636684.861747535, 928433.4348778214 7636684.861747535))",False,False,False,False,False,False,False,False,False,False
58,"POLYGON ((928433.4348778214 7646684.861747535, 928433.4348778214 7656684.861747535, 918433.4348778214 7656684.861747535, 918433.4348778214 7646684.861747535, 928433.4348778214 7646684.861747535))",False,False,False,False,False,False,False,False,False,False
59,"POLYGON ((928433.4348778214 7656684.861747535, 928433.4348778214 7666684.861747535, 918433.4348778214 7666684.861747535, 918433.4348778214 7656684.861747535, 928433.4348778214 7656684.861747535))",False,False,False,False,False,False,False,False,False,False
60,"POLYGON ((928433.4348778214 7666684.861747535, 928433.4348778214 7676684.861747535, 918433.4348778214 7676684.861747535, 918433.4348778214 7666684.861747535, 928433.4348778214 7666684.861747535))",False,False,False,False,False,False,False,False,False,False
61,"POLYGON ((928433.4348778214 7676684.861747535, 928433.4348778214 7686684.861747535, 918433.4348778214 7686684.861747535, 918433.4348778214 7676684.861747535, 928433.4348778214 7676684.861747535))",False,False,False,False,False,False,False,False,False,False
62,"POLYGON ((928433.4348778214 7696684.861747535, 928433.4348778214 7706684.861747535, 918433.4348778214 7706684.861747535, 918433.4348778214 7696684.861747535, 928433.4348778214 7696684.861747535))",False,False,False,False,False,False,False,False,False,False
63,"POLYGON ((928433.4348778214 7706684.861747535, 928433.4348778214 7716684.861747535, 918433.4348778214 7716684.861747535, 918433.4348778214 7706684.861747535, 928433.4348778214 7706684.861747535))",False,False,False,False,False,False,False,False,False,False
64,"POLYGON ((928433.4348778214 7716684.861747535, 928433.4348778214 7726684.861747535, 918433.4348778214 7726684.861747535, 918433.4348778214 7716684.861747535, 928433.4348778214 7716684.861747535))",False,False,False,False,False,False,False,False,False,False
65,"POLYGON ((928433.4348778214 7726684.861747535, 928433.4348778214 7736684.861747535, 918433.4348778214 7736684.861747535, 918433.4348778214 7726684.861747535, 928433.4348778214 7726684.861747535))",False,False,False,False,False,False,False,False,False,False
66,"POLYGON ((928433.4348778214 7736684.861747535, 928433.4348778214 7746684.861747535, 918433.4348778214 7746684.861747535, 918433.4348778214 7736684.861747535, 928433.4348778214 7736684.861747535))",False,False,False,False,False,False,False,False,False,False
67,"POLYGON ((928433.4348778214 7746684.861747535, 928433.4348778214 7756684.861747535, 918433.4348778214 7756684.861747535, 918433.4348778214 7746684.861747535, 928433.4348778214 7746684.861747535))",False,False,False,False,False,False,False,False,False,False
68,"POLYGON ((938433.4348778214 7436684.861747535, 938433.4348778214 7446684.861747535, 928433.4348778214 7446684.861747535, 928433.4348778214 7436684.861747535, 938433.4348778214 7436684.861747535))",False,False,False,False,False,False,False,False,False,False
69,"POLYGON ((938433.4348778214 7446684.861747535, 938433.4348778214 7456684.861747535, 928433.4348778214 7456684.861747535, 928433.4348778214 7446684.861747535, 938433.4348778214 7446684.861747535))",False,False,False,False,False,False,False,False,False,False
70,"POLYGON ((938433.4348778214 7456684.861747535, 938433.4348778214 7466684.861747535, 928433.4348778214 7466684.861747535, 928433.4348778214 7456684.861747535, 938433.4348778214 7456684.861747535))",False,False,False,False,False,False,False,False,False,False
71,"POLYGON ((938433.4348778214 7466684.861747535, 938433.4348778214 7476684.861747535, 928433.4348778214 7476684.861747535, 928433.4348778214 7466684.861747535, 938433.4348778214 7466684.861747535))",False,False,False,False,False,False,False,False,False,False
72,"POLYGON ((938433.4348778214 7476684.861747535, 938433.4348778214 7486684.861747535, 928433.4348778214 7486684.861747535, 928433.4348778214 7476684.861747535, 938433.4348778214 7476684.861747535))",False,False,False,False,False,False,False,False,False,False
73,"POLYGON ((938433.4348778214 7486684.861747535, 938433.4348778214 7496684.861747535, 928433.4348778214 7496684.861747535, 928433.4348778214 7486684.861747535, 938433.4348778214 7486684.861747535))",False,False,False,False,False,False,False,False,False,False
74,"POLYGON ((938433.4348778214 7496684.861747535, 938433.4348778214 7506684.861747535, 928433.4348778214 7506684.861747535, 928433.4348778214 7496684.861747535, 938433.4348778214 7496684.861747535))",False,False,False,False,False,False,False,False,False,False
75,"POLYGON ((938433.4348778214 7506684.861747535, 938433.4348778214 7516684.861747535, 928433.4348778214 7516684.861747535, 928433.4348778214 7506684.861747535, 938433.4348778214 7506684.861747535))",False,False,False,False,False,False,False,False,False,False
76,"POLYGON ((938433.4348778214 7516684.861747535, 938433.4348778214 7526684.861747535, 928433.4348778214 7526684.861747535, 928433.4348778214 7516684.861747535, 938433.4348778214 7516684.861747535))",False,False,False,False,False,False,False,False,False,False
77,"POLYGON ((938433.4348778214 7526684.861747535, 938433.4348778214 7536684.861747535, 928433.4348778214 7536684.861747535, 928433.4348778214 7526684.861747535, 938433.4348778214 7526684.861747535))",False,False,False,False,False,False,False,False,False,False
78,"POLYGON ((938433.4348778214 7536684.861747535, 938433.4348778214 7546684.861747535, 928433.4348778214 7546684.861747535, 928433.4348778214 7536684.861747535, 938433.4348778214 7536684.861747535))",False,False,False,False,False,False,False,False,False,False
79,"POLYGON ((938433.4348778214 7546684.861747535, 938433.4348778214 7556684.861747535, 928433.4348778214 7556684.861747535, 928433.4348778214 7546684.861747535, 938433.4348778214 7546684.861747535))",False,False,False,False,False,False,False,False,False,False
80,"POLYGON ((938433.4348778214 7556684.861747535, 938433.4348778214 7566684.861747535, 928433.4348778214 7566684.861747535, 928433.4348778214 7556684.861747535, 938433.4348778214 7556684.861747535))",False,False,False,False,False,False,False,False,False,False
81,"POLYGON ((938433.4348778214 7566684.861747535, 938433.4348778214 7576684.861747535, 928433.4348778214 7576684.861747535, 928433.4348778214 7566684.861747535, 938433.4348778214 7566684.861747535))",False,False,False,False,False,False,False,False,False,False
82,"POLYGON ((938433.4348778214 7576684.861747535, 938433.4348778214 7586684.861747535, 928433.4348778214 7586684.861747535, 928433.4348778214 7576684.861747535, 938433.4348778214 7576684.861747535))",False,False,False,False,False,False,False,False,False,False
83,"POLYGON ((938433.4348778214 7586684.861747535, 938433.4348778214 7596684.861747535, 928433.4348778214 7596684.861747535, 928433.4348778214 7586684.861747535, 938433.4348778214 7586684.861747535))",False,False,False,False,False,False,False,False,False,False
84,"POLYGON ((938433.4348778214 7596684.861747535, 938433.4348778214 7606684.861747535, 928433.4348778214 7606684.861747535, 928433.4348778214 7596684.861747535, 938433.4348778214 7596684.861747535))",False,False,False,False,False,False,False,False,False,False
85,"POLYGON ((938433.4348778214 7606684.861747535, 938433.4348778214 7616684.861747535, 928433.4348778214 7616684.861747535, 928433.4348778214 7606684.861747535, 938433.4348778214 7606684.861747535))",False,False,False,False,False,False,False,False,False,False
86,"POLYGON ((938433.4348778214 7616684.861747535, 938433.4348778214 7626684.861747535, 928433.4348778214 7626684.861747535, 928433.4348778214 7616684.861747535, 938433.4348778214 7616684.861747535))",False,False,False,False,False,False,False,False,False,False
87,"POLYGON ((938433.4348778214 7626684.861747535, 938433.4348778214 7636684.861747535, 928433.4348778214 7636684.861747535, 928433.4348778214 7626684.861747535, 938433.4348778214 7626684.861747535))",False,False,False,False,False,False,False,False,False,False
88,"POLYGON ((938433.4348778214 7636684.861747535, 938433.4348778214 7646684.861747535, 928433.4348778214 7646684.861747535, 928433.4348778214 7636684.861747535, 938433.4348778214 7636684.861747535))",False,False,False,False,False,False,False,False,False,False
89,"POLYGON ((938433.4348778214 7646684.861747535, 938433.4348778214 7656684.861747535, 928433.4348778214 7656684.861747535, 928433.4348778214 7646684.861747535, 938433.4348778214 7646684.861747535))",False,False,False,False,False,False,False,False,False,False
90,"POLYGON ((938433.4348778214 7656684.861747535, 938433.4348778214 7666684.861747535, 928433.4348778214 7666684.861747535, 928433.4348778214 7656684.861747535, 938433.4348778214 7656684.861747535))",False,False,False,False,False,False,False,False,False,False
91,"POLYGON ((938433.4348778214 7666684.861747535, 938433.4348778214 7676684.861747535, 928433.4348778214 7676684.861747535, 928433.4348778214 7666684.861747535, 938433.4348778214 7666684.861747535))",False,False,False,False,False,False,False,False,False,False
92,"POLYGON ((938433.4348778214 7696684.861747535, 938433.4348778214 7706684.861747535, 928433.4348778214 7706684.861747535, 928433.4348778214 7696684.861747535, 938433.4348778214 7696684.861747535))",False,False,False,False,False,False,False,False,False,False
93,"POLYGON ((938433.4348778214 7706684.861747535, 938433.4348778214 7716684.861747535, 928433.4348778214 7716684.861747535, 928433.4348778214 7706684.861747535, 938433.4348778214 7706684.861747535))",False,False,False,False,False,False,False,False,False,False
94,"POLYGON ((938433.4348778214 7716684.861747535, 938433.4348778214 7726684.861747535, 928433.4348778214 7726684.861747535, 928433.4348778214 7716684.861747535, 938433.4348778214 7716684.861747535))",False,False,False,False,False,False,False,False,False,False
95,"POLYGON ((938433.4348778214 7726684.861747535, 938433.4348778214 7736684.861747535, 928433.4348778214 7736684.861747535, 928433.4348778214 7726684.861747535, 938433.4348778214 7726684.861747535))",False,False,False,False,False,False,False,False,False,False
96,"POLYGON ((938433.4348778214 7736684.861747535, 938433.4348778214 7746684.861747535, 928433.4348778214 7746684.861747535, 928433.4348778214 7736684.861747535, 938433.4348778214 7736684.861747535))",False,False,False,False,False,False,False,False,False,False
97,"POLYGON ((938433.4348778214 7746684.861747535, 938433.4348778214 7756684.861747535, 928433.4348778214 7756684.861747535, 928433.4348778214 7746684.861747535, 938433.4348778214 7746684.861747535))",False,False,False,False,False,False,False,False,False,False
98,"POLYGON ((938433.4348778214 7756684.861747535, 938433.4348778214 7766684.861747535, 928433.4348778214 7766684.861747535, 928433.4348778214 7756684.861747535, 938433.4348778214 7756684.861747535))",False,False,False,False,False,False,False,False,False,False
99,"POLYGON ((948433.4348778214 7376684.861747535, 948433.4348778214 7386684.861747535, 938433.4348778214 7386684.861747535, 938433.4348778214 7376684.861747535, 948433.4348778214 7376684.861747535))",False,False,False,False,False,False,False,False,False,False
100,"POLYGON ((948433.4348778214 7386684.861747535, 948433.4348778214 7396684.861747535, 938433.4348778214 7396684.861747535, 938433.4348778214 7386684.861747535, 948433.4348778214 7386684.861747535))",False,False,False,False,False,False,False,False,False,False
101,"POLYGON ((948433.4348778214 7396684.861747535, 948433.4348778214 7406684.861747535, 938433.4348778214 7406684.861747535, 938433.4348778214 7396684.861747535, 948433.4348778214 7396684.861747535))",False,False,False,False,False,False,False,False,False,False
102,"POLYGON ((948433.4348778214 7426684.861747535, 948433.4348778214 7436684.861747535, 938433.4348778214 7436684.861747535, 938433.4348778214 7426684.861747535, 948433.4348778214 7426684.861747535))",False,False,False,False,False,False,False,False,False,False
103,"POLYGON ((948433.4348778214 7436684.861747535, 948433.4348778214 7446684.861747535, 938433.4348778214 7446684.861747535, 938433.4348778214 7436684.861747535, 948433.4348778214 7436684.861747535))",False,False,False,False,False,False,False,False,False,False
104,"POLYGON ((948433.4348778214 7446684.861747535, 948433.4348778214 7456684.861747535, 938433.4348778214 7456684.861747535, 938433.4348778214 7446684.861747535, 948433.4348778214 7446684.861747535))",False,False,False,False,False,False,False,False,False,False
105,"POLYGON ((948433.4348778214 7456684.861747535, 948433.4348778214 7466684.861747535, 938433.4348778214 7466684.861747535, 938433.4348778214 7456684.861747535, 948433.4348778214 7456684.861747535))",False,False,False,False,False,False,False,False,False,False
106,"POLYGON ((948433.4348778214 7466684.861747535, 948433.4348778214 7476684.861747535, 938433.4348778214 7476684.861747535, 938433.4348778214 7466684.861747535, 948433.4348778214 7466684.861747535))",False,False,False,False,False,False,False,False,False,False
107,"POLYGON ((948433.4348778214 7476684.861747535, 948433.4348778214 7486684.861747535, 938433.4348778214 7486684.861747535, 938433.4348778214 7476684.861747535, 948433.4348778214 7476684.861747535))",False,False,False,False,False,False,False,False,False,False
108,"POLYGON ((948433.4348778214 7486684.861747535, 948433.4348778214 7496684.861747535, 938433.4348778214 7496684.861747535, 938433.4348778214 7486684.861747535, 948433.4348778214 7486684.861747535))",False,False,False,False,False,False,False,False,False,False
109,"POLYGON ((948433.4348778214 7496684.861747535, 948433.4348778214 7506684.861747535, 938433.4348778214 7506684.861747535, 938433.4348778214 7496684.861747535, 948433.4348778214 7496684.861747535))",False,False,False,False,False,False,False,False,False,False
110,"POLYGON ((948433.4348778214 7506684.861747535, 948433.4348778214 7516684.861747535, 938433.4348778214 7516684.861747535, 938433.4348778214 7506684.861747535, 948433.4348778214 7506684.861747535))",False,False,False,False,False,False,False,False,False,False
111,"POLYGON ((948433.4348778214 7516684.861747535, 948433.4348778214 7526684.861747535, 938433.4348778214 7526684.861747535, 938433.4348778214 7516684.861747535, 948433.4348778214 7516684.861747535))",False,False,False,False,False,False,False,False,False,False
112,"POLYGON ((948433.4348778214 7526684.861747535, 948433.4348778214 7536684.861747535, 938433.4348778214 7536684.861747535, 938433.4348778214 7526684.861747535, 948433.4348778214 7526684.861747535))",False,False,False,False,False,False,False,False,False,False
113,"POLYGON ((948433.4348778214 7536684.861747535, 948433.4348778214 7546684.861747535, 938433.4348778214 7546684.861747535, 938433.4348778214 7536684.861747535, 948433.4348778214 7536684.861747535))",False,False,False,False,False,False,False,False,False,False
114,"POLYGON ((948433.4348778214 7546684.861747535, 948433.4348778214 7556684.861747535, 938433.4348778214 7556684.861747535, 938433.4348778214 7546684.861747535, 948433.4348778214 7546684.861747535))",False,False,False,False,False,False,False,False,False,False
115,"POLYGON ((948433.4348778214 7556684.861747535, 948433.4348778214 7566684.861747535, 938433.4348778214 7566684.861747535, 938433.4348778214 7556684.861747535, 948433.4348778214 7556684.861747535))",False,False,False,False,False,False,False,False,False,False
116,"POLYGON ((948433.4348778214 7566684.861747535, 948433.4348778214 7576684.861747535, 938433.4348778214 7576684.861747535, 938433.4348778214 7566684.861747535, 948433.4348778214 7566684.861747535))",False,False,False,False,False,False,False,False,False,False
117,"POLYGON ((948433.4348778214 7576684.861747535, 948433.4348778214 7586684.861747535, 938433.4348778214 7586684.861747535, 938433.4348778214 7576684.861747535, 948433.4348778214 7576684.861747535))",False,False,False,False,False,False,False,False,False,False
118,"POLYGON ((948433.4348778214 7586684.861747535, 948433.4348778214 7596684.861747535, 938433.4348778214 7596684.861747535, 938433.4348778214 7586684.861747535, 948433.4348778214 7586684.861747535))",False,False,False,False,False,False,False,False,False,False
119,"POLYGON ((948433.4348778214 7596684.861747535, 948433.4348778214 7606684.861747535, 938433.4348778214 7606684.861747535, 938433.4348778214 7596684.861747535, 948433.4348778214 7596684.861747535))",False,False,False,False,False,False,False,False,False,False
