,geometry,index_right,Unnamed: 0,stationId,x,y,sunJanuary,sunFebruary,sunMarch,sunApril,sunMay,sunJune,sunJuly,sunAugust,sunSeptember,sunOctober,sunNovember,sunDecember
221,"POLYGON ((978433.4348778214 7366684.861747535, 978433.4348778214 7376684.861747535, 968433.4348778214 7376684.861747535, 968433.4348778214 7366684.861747535, 978433.4348778214 7366684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
222,"POLYGON ((978433.4348778214 7376684.861747535, 978433.4348778214 7386684.861747535, 968433.4348778214 7386684.861747535, 968433.4348778214 7376684.861747535, 978433.4348778214 7376684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
223,"POLYGON ((978433.4348778214 7386684.861747535, 978433.4348778214 7396684.861747535, 968433.4348778214 7396684.861747535, 968433.4348778214 7386684.861747535, 978433.4348778214 7386684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
224,"POLYGON ((978433.4348778214 7396684.861747535, 978433.4348778214 7406684.861747535, 968433.4348778214 7406684.861747535, 968433.4348778214 7396684.861747535, 978433.4348778214 7396684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
225,"POLYGON ((978433.4348778214 7406684.861747535, 978433.4348778214 7416684.861747535, 968433.4348778214 7416684.861747535, 968433.4348778214 7406684.861747535, 978433.4348778214 7406684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
226,"POLYGON ((978433.4348778214 7416684.861747535, 978433.4348778214 7426684.861747535, 968433.4348778214 7426684.861747535, 968433.4348778214 7416684.861747535, 978433.4348778214 7416684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
227,"POLYGON ((978433.4348778214 7426684.861747535, 978433.4348778214 7436684.861747535, 968433.4348778214 7436684.861747535, 968433.4348778214 7426684.861747535, 978433.4348778214 7426684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
228,"POLYGON ((978433.4348778214 7436684.861747535, 978433.4348778214 7446684.861747535, 968433.4348778214 7446684.861747535, 968433.4348778214 7436684.861747535, 978433.4348778214 7436684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
229,"POLYGON ((978433.4348778214 7446684.861747535, 978433.4348778214 7456684.861747535, 968433.4348778214 7456684.861747535, 968433.4348778214 7446684.861747535, 978433.4348778214 7446684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
230,"POLYGON ((978433.4348778214 7456684.861747535, 978433.4348778214 7466684.861747535, 968433.4348778214 7466684.861747535, 968433.4348778214 7456684.861747535, 978433.4348778214 7456684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
231,"POLYGON ((978433.4348778214 7466684.861747535, 978433.4348778214 7476684.861747535, 968433.4348778214 7476684.861747535, 968433.4348778214 7466684.861747535, 978433.4348778214 7466684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
266,"POLYGON ((988433.4348778214 7366684.861747535, 988433.4348778214 7376684.861747535, 978433.4348778214 7376684.861747535, 978433.4348778214 7366684.861747535, 988433.4348778214 7366684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
267,"POLYGON ((988433.4348778214 7376684.861747535, 988433.4348778214 7386684.861747535, 978433.4348778214 7386684.861747535, 978433.4348778214 7376684.861747535, 988433.4348778214 7376684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
268,"POLYGON ((988433.4348778214 7386684.861747535, 988433.4348778214 7396684.861747535, 978433.4348778214 7396684.861747535, 978433.4348778214 7386684.861747535, 988433.4348778214 7386684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
269,"POLYGON ((988433.4348778214 7396684.861747535, 988433.4348778214 7406684.861747535, 978433.4348778214 7406684.861747535, 978433.4348778214 7396684.861747535, 988433.4348778214 7396684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
270,"POLYGON ((988433.4348778214 7406684.861747535, 988433.4348778214 7416684.861747535, 978433.4348778214 7416684.861747535, 978433.4348778214 7406684.861747535, 988433.4348778214 7406684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
271,"POLYGON ((988433.4348778214 7416684.861747535, 988433.4348778214 7426684.861747535, 978433.4348778214 7426684.861747535, 978433.4348778214 7416684.861747535, 988433.4348778214 7416684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
272,"POLYGON ((988433.4348778214 7426684.861747535, 988433.4348778214 7436684.861747535, 978433.4348778214 7436684.861747535, 978433.4348778214 7426684.861747535, 988433.4348778214 7426684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
273,"POLYGON ((988433.4348778214 7436684.861747535, 988433.4348778214 7446684.861747535, 978433.4348778214 7446684.861747535, 978433.4348778214 7436684.861747535, 988433.4348778214 7436684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
274,"POLYGON ((988433.4348778214 7446684.861747535, 988433.4348778214 7456684.861747535, 978433.4348778214 7456684.861747535, 978433.4348778214 7446684.861747535, 988433.4348778214 7446684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
275,"POLYGON ((988433.4348778214 7456684.861747535, 988433.4348778214 7466684.861747535, 978433.4348778214 7466684.861747535, 978433.4348778214 7456684.861747535, 988433.4348778214 7456684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
276,"POLYGON ((988433.4348778214 7466684.861747535, 988433.4348778214 7476684.861747535, 978433.4348778214 7476684.861747535, 978433.4348778214 7466684.861747535, 988433.4348778214 7466684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
312,"POLYGON ((998433.4348778214 7376684.861747535, 998433.4348778214 7386684.861747535, 988433.4348778214 7386684.861747535, 988433.4348778214 7376684.861747535, 998433.4348778214 7376684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
313,"POLYGON ((998433.4348778214 7386684.861747535, 998433.4348778214 7396684.861747535, 988433.4348778214 7396684.861747535, 988433.4348778214 7386684.861747535, 998433.4348778214 7386684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
314,"POLYGON ((998433.4348778214 7396684.861747535, 998433.4348778214 7406684.861747535, 988433.4348778214 7406684.861747535, 988433.4348778214 7396684.861747535, 998433.4348778214 7396684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
315,"POLYGON ((998433.4348778214 7406684.861747535, 998433.4348778214 7416684.861747535, 988433.4348778214 7416684.861747535, 988433.4348778214 7406684.861747535, 998433.4348778214 7406684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
316,"POLYGON ((998433.4348778214 7416684.861747535, 998433.4348778214 7426684.861747535, 988433.4348778214 7426684.861747535, 988433.4348778214 7416684.861747535, 998433.4348778214 7416684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
317,"POLYGON ((998433.4348778214 7426684.861747535, 998433.4348778214 7436684.861747535, 988433.4348778214 7436684.861747535, 988433.4348778214 7426684.861747535, 998433.4348778214 7426684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
318,"POLYGON ((998433.4348778214 7436684.861747535, 998433.4348778214 7446684.861747535, 988433.4348778214 7446684.861747535, 988433.4348778214 7436684.861747535, 998433.4348778214 7436684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
319,"POLYGON ((998433.4348778214 7446684.861747535, 998433.4348778214 7456684.861747535, 988433.4348778214 7456684.861747535, 988433.4348778214 7446684.861747535, 998433.4348778214 7446684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
320,"POLYGON ((998433.4348778214 7456684.861747535, 998433.4348778214 7466684.861747535, 988433.4348778214 7466684.861747535, 988433.4348778214 7456684.861747535, 998433.4348778214 7456684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
321,"POLYGON ((998433.4348778214 7466684.861747535, 998433.4348778214 7476684.861747535, 988433.4348778214 7476684.861747535, 988433.4348778214 7466684.861747535, 998433.4348778214 7466684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
360,"POLYGON ((1008433.434877821 7396684.861747535, 1008433.434877821 7406684.861747535, 998433.4348778214 7406684.861747535, 998433.4348778214 7396684.861747535, 1008433.434877821 7396684.861747535))",25,25,6096,8.5599,55.1904,58.6,84.15,121.575,197.83333333333331,228.86666666666667,221.80000000000004,210.13333333333333,215.0333333333333,167.96666666666667,86.46666666666665,68.0,46.333333333333336
