,stationId,geometry,x,y,rainJanuary,rainFebruary,rainMarch,rainApril,rainMay,rainJune,rainJuly,rainAugust,rainSeptember,rainOctober,rainNovember,rainDecember
26,06119,POINT (9.988 54.8528),9.988,54.8528,7.5,8.100000000000001,7.15,6.1,5.8,5.8,5.0,5.7,6.5,7.6,7.4,8.1
27,06135,POINT (11.3879 55.3224),11.3879,55.3224,4.3,4.8,4.6,5.2,4.4,4.9,3.4,3.9,4.1,5.0,4.5,5.2
28,06041,POINT (10.6316 57.7364),10.6316,57.7364,8.0,8.45,7.45,7.5,6.0,7.4,6.2,6.0,7.0,9.2,7.7,7.8999999999999995
29,06049,POINT (10.0929 56.5604),10.0929,56.5604,5.0,5.7,5.35,5.7,4.6,5.4,4.2,4.4,3.9,5.4,4.6,5.75
30,06074,POINT (10.1353 56.0803),10.1353,56.0803,3.9,4.800000000000001,4.25,4.1,3.6,4.0,3.1,3.3,3.0,3.9,3.4,4.199999999999999
31,06082,POINT (8.6242 55.9591),8.6242,55.9591,3.9,4.55,4.35,4.7,3.7,3.8,3.4,3.3,2.8,4.4,3.6,4.35
32,06154,POINT (11.8605 55.2075),11.8605,55.2075,4.15,4.6,4.6,4.6,4.5,4.7,3.5,3.8,3.9,4.8,3.9,4.85
33,06019,POINT (8.6412 56.93),8.6412,56.93,5.4,6.1,5.7,6.5,4.9,6.0,5.0,4.8,4.4,6.3,5.4,6.35
34,06031,POINT (9.9527 57.1852),9.9527,57.1852,4.1,4.6,4.55,5.8,4.3,5.7,3.1,2.6,2.5,3.8,3.3,4.699999999999999
35,06141,POINT (11.3292 54.8275),11.3292,54.8275,4.550000000000001,4.8,4.65,4.8,4.5,4.5,3.2,3.4,3.9,4.9,4.3,5.25
36,06032,POINT (10.3349 57.3828),10.3349,57.3828,4.55,5.6,5.3,5.8,4.4,5.3,4.1,3.9,3.8,5.8,4.5,5.65
37,06188,POINT (12.4121 55.8764),12.4121,55.8764,3.35,3.5999999999999996,3.6,4.1,3.2,3.9,2.7,2.6,2.6,4.0,3.1,4.1
38,06079,POINT (11.5098 56.7169),11.5098,56.7169,7.1,7.0,5.949999999999999,7.1,5.3,7.7,6.2,6.9,5.6,9.0,8.4,8.65
39,06116,POINT (9.1229 54.8986),9.1229,54.8986,3.45,4.0,3.95,5.3,3.9,4.1,2.9,2.8,2.7,3.7,2.9,4.1
40,06136,POINT (11.3285 55.2465),11.3285,55.2465,4.25,4.7,4.35,4.4,4.2,4.6,3.3,3.7,4.0,4.9,4.5,5.0
41,06168,POINT (12.3424 56.1193),12.3424,56.1193,4.05,4.85,4.4,4.8,3.8,4.5,3.4,3.2,3.2,5.1,4.0,4.6
42,06088,POINT (8.4 55.4484),8.4,55.4484,3.0,,,,,,,,,,,
