,Unnamed: 0_x,geometry,index_right_x,Unnamed: 0.1_x,stationId_x,x_x,y_x,rainJanuary,rainFebruary,rainMarch,rainApril,rainMay,rainJune,rainJuly,rainAugust,rainSeptember,rainOctober,rainNovember,rainDecember,Unnamed: 0_y,index_right_y,Unnamed: 0.1_y,stationId_y,x_y,y_y,sunJanuary,sunFebruary,sunMarch,sunApril,sunMay,sunJune,sunJuly,sunAugust,sunSeptember,sunOctober,sunNovember,sunDecember
10,7,"POLYGON ((1038433.434877821 7466684.861747535, 1038433.434877821 7476684.861747535, 1028433.434877821 7476684.861747535, 1028433.434877821 7466684.861747535, 1038433.434877821 7466684.861747535))",3,3,6102,9.7872,55.868,3.65,4.3,3.9,4.8,3.6,3.3,2.7,2.6,2.4,3.3,2.7,4.2,7,8,8,6102,9.7872,55.868,52.7,67.44999999999999,93.95,156.1,215.26666666666665,198.4666666666667,178.73333333333335,194.8,156.83333333333334,72.39999999999999,61.6,41.9
11,15,"POLYGON ((1108433.434877821 7486684.861747535, 1108433.434877821 7496684.861747535, 1098433.434877821 7496684.861747535, 1098433.434877821 7486684.861747535, 1108433.434877821 7486684.861747535))",3,3,6102,9.7872,55.868,3.65,4.3,3.9,4.8,3.6,3.3,2.7,2.6,2.4,3.3,2.7,4.2,15,8,8,6102,9.7872,55.868,52.7,67.44999999999999,93.95,156.1,215.26666666666665,198.4666666666667,178.73333333333335,194.8,156.83333333333334,72.39999999999999,61.6,41.9
12,8,"POLYGON ((1038433.434877821 7606684.861747535, 1038433.434877821 7616684.861747535, 1028433.434877821 7616684.861747535, 1028433.434877821 7606684.861747535, 1038433.434877821 7606684.861747535))",20,20,6068,9.1811,56.0939,3.65,4.35,4.05,4.3,3.9,4.0,3.3,3.2,2.8,4.0,3.2,4.05,8,10,10,6068,9.1811,56.0939,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333
13,9,"POLYGON ((1038433.434877821 7636684.861747535, 1038433.434877821 7646684.861747535, 1028433.434877821 7646684.861747535, 1028433.434877821 7636684.861747535, 1038433.434877821 7636684.861747535))",20,20,6068,9.1811,56.0939,3.65,4.35,4.05,4.3,3.9,4.0,3.3,3.2,2.8,4.0,3.2,4.05,9,10,10,6068,9.1811,56.0939,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333
14,10,"POLYGON ((1048433.434877821 7316684.861747535, 1048433.434877821 7326684.861747535, 1038433.434877821 7326684.861747535, 1038433.434877821 7316684.861747535, 1048433.434877821 7316684.861747535))",39,39,6116,9.1229,54.8986,3.45,4.0,3.95,5.3,3.9,4.1,2.9,2.8,2.7,3.7,2.9,4.1,10,3,3,6116,9.1229,54.8986,54.73333333333333,70.475,106.525,178.20000000000002,213.66666666666663,190.4,179.6,189.2,150.73333333333332,74.3,60.13333333333333,37.56666666666666
15,13,"POLYGON ((1098433.434877821 7376684.861747535, 1098433.434877821 7386684.861747535, 1088433.434877821 7386684.861747535, 1088433.434877821 7376684.861747535, 1098433.434877821 7376684.861747535))",14,14,6123,9.8882,55.2444,5.85,6.0,5.05,5.6,5.0,5.8,4.9,5.5,5.3,6.8,6.5,6.95,13,15,15,6123,9.8882,55.2444,57.75,71.72500000000001,108.2,196.86666666666667,233.8,223.0,203.9,217.36666666666665,177.5,83.36666666666666,65.06666666666666,42.5
16,14,"POLYGON ((1098433.434877821 7866684.861747535, 1098433.434877821 7876684.861747535, 1088433.434877821 7876684.861747535, 1088433.434877821 7866684.861747535, 1098433.434877821 7866684.861747535))",36,36,6032,10.3349,57.3828,4.55,5.6,5.3,5.8,4.4,5.3,4.1,3.9,3.8,5.8,4.5,5.65,14,11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
17,25,"POLYGON ((1178433.434877821 7796684.861747535, 1178433.434877821 7806684.861747535, 1168433.434877821 7806684.861747535, 1168433.434877821 7796684.861747535, 1178433.434877821 7796684.861747535))",36,36,6032,10.3349,57.3828,4.55,5.6,5.3,5.8,4.4,5.3,4.1,3.9,3.8,5.8,4.5,5.65,25,11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
18,26,"POLYGON ((1178433.434877821 7856684.861747535, 1178433.434877821 7866684.861747535, 1168433.434877821 7866684.861747535, 1168433.434877821 7856684.861747535, 1178433.434877821 7856684.861747535))",36,36,6032,10.3349,57.3828,4.55,5.6,5.3,5.8,4.4,5.3,4.1,3.9,3.8,5.8,4.5,5.65,26,16,16,6041,10.6316,57.7364,52.333333333333336,79.10000000000001,123.675,217.26666666666668,252.9333333333333,239.76666666666665,227.3,225.66666666666663,174.86666666666667,95.8,63.8,48.833333333333336
19,17,"POLYGON ((1128433.434877821 7626684.861747535, 1128433.434877821 7636684.861747535, 1118433.434877821 7636684.861747535, 1118433.434877821 7626684.861747535, 1128433.434877821 7626684.861747535))",11,11,6072,10.1272,56.3027,3.9,4.45,4.05,5.0,4.0,3.9,3.0,3.2,2.8,3.9,3.3,4.449999999999999,17,5,5,6072,10.1272,56.3027,53.150000000000006,72.0,103.55,167.43333333333334,226.36666666666665,205.66666666666663,185.46666666666667,202.6,155.79999999999998,81.73333333333333,66.86666666666667,44.96666666666667
20,18,"POLYGON ((1138433.434877821 7666684.861747535, 1138433.434877821 7676684.861747535, 1128433.434877821 7676684.861747535, 1128433.434877821 7666684.861747535, 1138433.434877821 7666684.861747535))",29,29,6049,10.0929,56.5604,5.0,5.7,5.35,5.7,4.6,5.4,4.2,4.4,3.9,5.4,4.6,5.75,18,5,5,6072,10.1272,56.3027,53.150000000000006,72.0,103.55,167.43333333333334,226.36666666666665,205.66666666666663,185.46666666666667,202.6,155.79999999999998,81.73333333333333,66.86666666666667,44.96666666666667
21,19,"POLYGON ((1138433.434877821 7676684.861747535, 1138433.434877821 7686684.861747535, 1128433.434877821 7686684.861747535, 1128433.434877821 7676684.861747535, 1138433.434877821 7676684.861747535))",29,29,6049,10.0929,56.5604,5.0,5.7,5.35,5.7,4.6,5.4,4.2,4.4,3.9,5.4,4.6,5.75,19,5,5,6072,10.1272,56.3027,53.150000000000006,72.0,103.55,167.43333333333334,226.36666666666665,205.66666666666663,185.46666666666667,202.6,155.79999999999998,81.73333333333333,66.86666666666667,44.96666666666667
22,20,"POLYGON ((1148433.434877821 7456684.861747535, 1148433.434877821 7466684.861747535, 1138433.434877821 7466684.861747535, 1138433.434877821 7456684.861747535, 1148433.434877821 7456684.861747535))",23,23,6126,10.4398,55.3088,4.0,4.4,4.25,4.6,4.0,4.3,3.3,3.5,3.2,4.4,3.7,4.75,20,2,2,6126,10.4398,55.3088,54.56666666666666,73.2,109.475,190.46666666666667,235.76666666666665,221.4,205.9333333333333,216.16666666666663,167.0,80.10000000000001,66.03333333333333,43.6
23,21,"POLYGON ((1168433.434877821 7476684.861747535, 1168433.434877821 7486684.861747535, 1158433.434877821 7486684.861747535, 1158433.434877821 7476684.861747535, 1168433.434877821 7476684.861747535))",5,5,6159,10.8694,55.7435,8.5,8.45,7.25,8.3,6.6,8.7,6.9,7.7,7.0,10.1,9.6,10.15,21,13,13,6132,10.6217,55.8315,52.16666666666666,74.94999999999999,118.7,209.80000000000004,270.2333333333333,257.3,242.1,237.7333333333333,190.03333333333333,85.7,62.7,47.16666666666666
24,24,"POLYGON ((1178433.434877821 7526684.861747535, 1178433.434877821 7536684.861747535, 1168433.434877821 7536684.861747535, 1168433.434877821 7526684.861747535, 1178433.434877821 7526684.861747535))",5,5,6159,10.8694,55.7435,8.5,8.45,7.25,8.3,6.6,8.7,6.9,7.7,7.0,10.1,9.6,10.15,24,13,13,6132,10.6217,55.8315,52.16666666666666,74.94999999999999,118.7,209.80000000000004,270.2333333333333,257.3,242.1,237.7333333333333,190.03333333333333,85.7,62.7,47.16666666666666
25,28,"POLYGON ((1198433.434877821 7466684.861747535, 1198433.434877821 7476684.861747535, 1188433.434877821 7476684.861747535, 1188433.434877821 7466684.861747535, 1198433.434877821 7466684.861747535))",5,5,6159,10.8694,55.7435,8.5,8.45,7.25,8.3,6.6,8.7,6.9,7.7,7.0,10.1,9.6,10.15,28,13,13,6132,10.6217,55.8315,52.16666666666666,74.94999999999999,118.7,209.80000000000004,270.2333333333333,257.3,242.1,237.7333333333333,190.03333333333333,85.7,62.7,47.16666666666666
26,22,"POLYGON ((1168433.434877821 7776684.861747535, 1168433.434877821 7786684.861747535, 1158433.434877821 7786684.861747535, 1158433.434877821 7776684.861747535, 1168433.434877821 7776684.861747535))",34,34,6031,9.9527,57.1852,4.1,4.6,4.55,5.8,4.3,5.7,3.1,2.6,2.5,3.8,3.3,4.699999999999999,22,11,11,6031,9.9527,57.1852,53.45,80.525,125.25,206.5666666666667,229.9,217.13333333333333,198.9,202.9,160.70000000000002,97.3,73.3,46.2
27,23,"POLYGON ((1168433.434877821 7906684.861747535, 1168433.434877821 7916684.861747535, 1158433.434877821 7916684.861747535, 1158433.434877821 7906684.861747535, 1168433.434877821 7906684.861747535))",28,28,6041,10.6316,57.7364,8.0,8.45,7.45,7.5,6.0,7.4,6.2,6.0,7.0,9.2,7.7,7.899999999999999,23,16,16,6041,10.6316,57.7364,52.333333333333336,79.10000000000001,123.675,217.26666666666668,252.9333333333333,239.76666666666665,227.3,225.66666666666663,174.86666666666667,95.8,63.8,48.833333333333336
28,27,"POLYGON ((1188433.434877821 7546684.861747535, 1188433.434877821 7556684.861747535, 1178433.434877821 7556684.861747535, 1178433.434877821 7546684.861747535, 1188433.434877821 7546684.861747535))",15,15,6073,10.5135,56.0955,6.05,6.2,5.699999999999999,6.7,4.9,6.2,5.4,5.5,5.5,7.4,6.8,7.0,27,13,13,6132,10.6217,55.8315,52.16666666666666,74.94999999999999,118.7,209.80000000000004,270.2333333333333,257.3,242.1,237.7333333333333,190.03333333333333,85.7,62.7,47.16666666666666
29,30,"POLYGON ((1208433.434877821 7606684.861747535, 1208433.434877821 7616684.861747535, 1198433.434877821 7616684.861747535, 1198433.434877821 7606684.861747535, 1208433.434877821 7606684.861747535))",15,15,6073,10.5135,56.0955,6.05,6.2,5.699999999999999,6.7,4.9,6.2,5.4,5.5,5.5,7.4,6.8,7.0,30,5,5,6072,10.1272,56.3027,53.150000000000006,72.0,103.55,167.43333333333334,226.36666666666665,205.66666666666663,185.46666666666667,202.6,155.79999999999998,81.73333333333333,66.86666666666667,44.96666666666667
30,29,"POLYGON ((1208433.434877821 7316684.861747535, 1208433.434877821 7326684.861747535, 1198433.434877821 7326684.861747535, 1198433.434877821 7316684.861747535, 1208433.434877821 7316684.861747535))",19,19,6138,10.9939,54.8205,7.2,7.05,6.6,7.5,6.6,7.3,5.4,6.1,6.6,8.3,7.8,8.55,29,17,17,6141,11.3292,54.8275,51.29999999999999,70.5,110.75,199.86666666666667,242.46666666666667,229.7333333333333,206.0666666666667,214.63333333333333,165.83333333333334,77.36666666666667,57.5,35.9
31,31,"POLYGON ((1288433.434877821 7326684.861747535, 1288433.434877821 7336684.861747535, 1278433.434877821 7336684.861747535, 1278433.434877821 7326684.861747535, 1288433.434877821 7326684.861747535))",35,35,6141,11.3292,54.8275,4.550000000000001,4.8,4.65,4.8,4.5,4.5,3.2,3.4,3.9,4.9,4.3,5.25,31,17,17,6141,11.3292,54.8275,51.29999999999999,70.5,110.75,199.86666666666667,242.46666666666667,229.7333333333333,206.0666666666667,214.63333333333333,165.83333333333334,77.36666666666667,57.5,35.9
32,32,"POLYGON ((1288433.434877821 7496684.861747535, 1288433.434877821 7506684.861747535, 1278433.434877821 7506684.861747535, 1278433.434877821 7496684.861747535, 1288433.434877821 7496684.861747535))",2,2,6156,11.6035,55.7358,4.5,4.800000000000001,4.6,5.3,4.4,5.0,3.7,3.9,3.8,5.5,4.4,5.25,32,6,6,6156,11.6035,55.7358,51.875,82.625,115.925,198.1,257.8,227.43333333333337,215.96666666666667,217.16666666666663,171.80000000000004,82.56666666666666,68.83333333333333,51.43333333333334
33,33,"POLYGON ((1388433.434877821 7366684.861747535, 1388433.434877821 7376684.861747535, 1378433.434877821 7376684.861747535, 1378433.434877821 7366684.861747535, 1388433.434877821 7366684.861747535))",22,22,6147,12.1841,54.879,6.2,6.5,6.0,6.1,5.2,5.9,4.4,4.8,5.7,6.4,6.1,6.9,33,4,4,6174,12.149,55.3955,46.866666666666674,68.1,104.1,176.93333333333337,251.46666666666667,224.16666666666663,199.7,223.3333333333333,157.86666666666665,70.2,57.06666666666666,41.06666666666667
34,34,"POLYGON ((1388433.434877821 7436684.861747535, 1388433.434877821 7446684.861747535, 1378433.434877821 7446684.861747535, 1378433.434877821 7436684.861747535, 1388433.434877821 7436684.861747535))",12,12,6174,12.149,55.3955,3.7,4.15,4.0,4.0,3.7,3.8,2.9,3.1,3.3,4.2,3.4,4.25,34,4,4,6174,12.149,55.3955,46.866666666666674,68.1,104.1,176.93333333333337,251.46666666666667,224.16666666666663,199.7,223.3333333333333,157.86666666666665,70.2,57.06666666666666,41.06666666666667
35,35,"POLYGON ((1408433.434877821 7546684.861747535, 1408433.434877821 7556684.861747535, 1398433.434877821 7556684.861747535, 1398433.434877821 7546684.861747535, 1408433.434877821 7546684.861747535))",37,37,6188,12.4121,55.8764,3.35,3.6,3.6,4.1,3.2,3.9,2.7,2.6,2.6,4.0,3.1,4.1,35,7,7,6188,12.4121,55.8764,43.925,68.89999999999999,108.025,180.4333333333333,251.7,210.5333333333333,199.86666666666667,215.3333333333333,172.23333333333335,78.73333333333333,61.93333333333333,44.03333333333333
36,36,"POLYGON ((1638433.434877821 7396684.861747535, 1638433.434877821 7406684.861747535, 1628433.434877821 7406684.861747535, 1628433.434877821 7396684.861747535, 1638433.434877821 7396684.861747535))",24,24,6193,14.7718,55.2979,6.550000000000001,6.199999999999999,5.9,6.8,5.2,6.8,5.8,5.6,5.4,8.2,7.5,8.95,36,19,19,6193,14.7718,55.2979,41.5,76.17500000000001,114.925,211.86666666666667,295.7,287.7333333333333,260.43333333333334,246.9333333333333,172.13333333333335,63.76666666666666,28.96666666666667,29.96666666666667
